,Date,Year,Month,Week,Day,Skill,Combi,Interval 15 Minutes,Skill Name,Handle Time,Avg Handle Time,Handled,Queue Offered,Outbound Handled,Outbound,In SLA,Outbound Handle Time,Outbound Time,Outbound ACW Time,Talk Time,Abandons,Short Abandons
4376,2022-06-29,2022,Jun,44737,Wed,Chat,44741Chat,13:45-14:00,Photo Chat,1211.31,403.77,3.0,3.0,,,3.0,,,,1180.57,,
4377,2022-06-29,2022,Jun,44737,Wed,Email,44741Email,13:45-14:00,Photo Email Inbound,1293.05,646.52,2.0,2.0,,,2.0,,,,1293.05,,
4378,2022-06-29,2022,Jun,44737,Wed,Voice,44741Voice,13:45-14:00,Photo Voice,2569.92,321.24,8.0,8.0,,,8.0,,,,2510.25,,
4379,2022-06-29,2022,Jun,44737,Wed,Voice,44741Voice,10:45-11:00,Photo Voice,420.52,210.26,2.0,2.0,,,2.0,,,,400.51,,
4380,2022-06-29,2022,Jun,44737,Wed,Chat,44741Chat,14:00-14:15,Photo Chat,2026.31,1013.15,2.0,2.0,,,2.0,,,,1970.75,,
4381,2022-06-29,2022,Jun,44737,Wed,Voice,44741Voice,13:15-13:30,Photo Voice,818.04,409.02,2.0,2.0,,,2.0,,,,809.88,,
4382,2022-06-29,2022,Jun,44737,Wed,Email,44741Email,12:30-12:45,Photo Email Inbound,1132.55,1132.55,1.0,1.0,,,1.0,,,,1132.55,,
4383,2022-06-29,2022,Jun,44737,Wed,OB,44741OB,14:00-14:15,OB Photo,119.74,39.91,3.0,,3.0,3.0,,119.74,124.17,10.0,109.74,,
4384,2022-06-29,2022,Jun,44737,Wed,OB,44741OB,12:30-12:45,OB Photo,228.21,228.21,1.0,,1.0,1.0,,228.21,229.82,,228.21,,
4385,2022-06-29,2022,Jun,44737,Wed,Chat,44741Chat,12:30-12:45,Photo Chat,1902.25,951.12,2.0,2.0,,,2.0,,,,1869.81,,
4386,2022-06-29,2022,Jun,44737,Wed,Voice,44741Voice,11:00-11:15,Photo Voice,2057.87,514.47,4.0,4.0,,,4.0,,,,2017.86,,
4387,2022-06-29,2022,Jun,44737,Wed,OB,44741OB,11:15-11:30,OB Photo,2578.34,644.59,4.0,,4.0,4.0,,2578.34,2542.8,30.01,2548.33,,
4388,2022-06-29,2022,Jun,44737,Wed,Chat,44741Chat,11:15-11:30,Photo Chat,3545.44,590.91,6.0,6.0,,,6.0,,,,3527.43,,
4389,2022-06-29,2022,Jun,44737,Wed,Email,44741Email,11:15-11:30,Photo Email Inbound,96.08,96.08,1.0,1.0,,,1.0,,,,96.08,,
4390,2022-06-29,2022,Jun,44737,Wed,Voice,44741Voice,11:15-11:30,Photo Voice,908.43,227.11,4.0,4.0,,,3.0,,,,886.01,,
4391,2022-06-29,2022,Jun,44737,Wed,Chat,44741Chat,11:30-11:45,Photo Chat,3120.17,780.04,4.0,4.0,,,4.0,,,,2815.02,,
4392,2022-06-29,2022,Jun,44737,Wed,Email,44741Email,11:30-11:45,Photo Email Inbound,345.91,345.91,1.0,1.0,,,1.0,,,,345.91,,
4393,2022-06-29,2022,Jun,44737,Wed,Voice,44741Voice,11:30-11:45,Photo Voice,918.75,459.38,2.0,3.0,,,2.0,,,,898.74,1.0,1.0
4394,2022-06-29,2022,Jun,44737,Wed,Chat,44741Chat,11:00-11:15,Photo Chat,782.16,391.08,2.0,2.0,,,2.0,,,,777.19,,
4395,2022-06-29,2022,Jun,44737,Wed,Chat,44741Chat,11:45-12:00,Photo Chat,580.85,290.43,2.0,2.0,,,2.0,,,,579.18,,
4396,2022-06-29,2022,Jun,44737,Wed,Email,44741Email,11:45-12:00,Photo Email Inbound,801.29,801.29,1.0,1.0,,,1.0,,,,801.29,,
4397,2022-06-29,2022,Jun,44737,Wed,Voice,44741Voice,11:45-12:00,Photo Voice,1816.71,363.34,5.0,5.0,,,5.0,,,,1776.93,,
4398,2022-06-29,2022,Jun,44737,Wed,Chat,44741Chat,12:00-12:15,Photo Chat,3442.06,430.26,8.0,8.0,,,8.0,,,,3255.34,,
4399,2022-06-29,2022,Jun,44737,Wed,Voice,44741Voice,12:00-12:15,Photo Voice,820.41,410.2,2.0,2.0,,,1.0,,,,802.85,,
4400,2022-06-29,2022,Jun,44737,Wed,Chat,44741Chat,12:15-12:30,Photo Chat,4353.65,870.73,5.0,5.0,,,5.0,,,,4160.65,,
4401,2022-06-29,2022,Jun,44737,Wed,Email,44741Email,12:15-12:30,Photo Email Inbound,167.58,167.58,1.0,1.0,,,1.0,,,,167.58,,
4402,2022-06-29,2022,Jun,44737,Wed,Voice,44741Voice,12:15-12:30,Photo Voice,661.7,661.7,1.0,1.0,,,1.0,,,,659.24,,
4403,2022-06-29,2022,Jun,44737,Wed,OB,44741OB,11:45-12:00,OB Photo,107.23,53.62,2.0,,2.0,2.0,,107.23,121.22,20.02,87.21,,
4404,2022-06-30,2022,Jun,44737,Thu,OB,44742OB,16:00-16:15,OB Photo,321.44,321.44,1.0,,1.0,1.0,,321.44,323.65,,321.44,,
4405,2022-06-30,2022,Jun,44737,Thu,Voice,44742Voice,15:45-16:00,Photo Voice,3350.88,558.48,6.0,6.0,,,6.0,,,,3298.09,,
4406,2022-06-30,2022,Jun,44737,Thu,Voice,44742Voice,15:30-15:45,Photo Voice,722.54,180.64,4.0,4.0,,,4.0,,,,695.06,,
4407,2022-06-30,2022,Jun,44737,Thu,Chat,44742Chat,15:45-16:00,Photo Chat,4247.21,707.87,6.0,6.0,,,6.0,,,,4104.31,,
4408,2022-06-30,2022,Jun,44737,Thu,OB,44742OB,15:45-16:00,OB Photo,350.75,175.38,2.0,,2.0,2.0,,350.75,354.55,20.01,330.74,,
4409,2022-06-30,2022,Jun,44737,Thu,Chat,44742Chat,16:00-16:15,Photo Chat,1734.15,578.05,3.0,3.0,,,3.0,,,,1701.93,,
4410,2022-06-30,2022,Jun,44737,Thu,Email,44742Email,15:45-16:00,Photo Email Inbound,327.35,327.35,1.0,1.0,,,1.0,,,,327.35,,
4411,2022-06-30,2022,Jun,44737,Thu,Voice,44742Voice,16:45-17:00,Photo Voice,2531.3,361.61,7.0,9.0,,,3.0,,,,2461.28,2.0,
4412,2022-06-30,2022,Jun,44737,Thu,Chat,44742Chat,16:30-16:45,Photo Chat,3581.57,511.65,7.0,7.0,,,7.0,,,,3414.07,,
4413,2022-06-30,2022,Jun,44737,Thu,Chat,44742Chat,16:15-16:30,Photo Chat,1815.24,605.08,3.0,3.0,,,3.0,,,,1596.57,,
4414,2022-06-30,2022,Jun,44737,Thu,Email,44742Email,16:15-16:30,Photo Email Inbound,1385.15,692.58,2.0,2.0,,,2.0,,,,1385.15,,
4415,2022-06-30,2022,Jun,44737,Thu,Voice,44742Voice,16:15-16:30,Photo Voice,2606.34,289.59,9.0,9.0,,,9.0,,,,2527.56,,
4416,2022-06-30,2022,Jun,44737,Thu,Email,44742Email,16:30-16:45,Photo Email Inbound,181.58,181.58,1.0,1.0,,,1.0,,,,181.58,,
4417,2022-06-30,2022,Jun,44737,Thu,Voice,44742Voice,16:30-16:45,Photo Voice,4750.47,365.42,13.0,13.0,,,13.0,,,,4635.73,,
4418,2022-06-30,2022,Jun,44737,Thu,OB,44742OB,16:45-17:00,OB Photo,159.87,159.87,1.0,,1.0,1.0,,159.87,161.68,,159.87,,
4419,2022-06-30,2022,Jun,44737,Thu,Chat,44742Chat,16:45-17:00,Photo Chat,2001.76,333.63,6.0,6.0,,,4.0,,,,1952.2,,
4420,2022-06-30,2022,Jun,44737,Thu,Chat,44742Chat,15:30-15:45,Photo Chat,4764.04,680.58,7.0,7.0,,,7.0,,,,4619.51,,
4421,2022-06-30,2022,Jun,44737,Thu,Voice,44742Voice,16:00-16:15,Photo Voice,2338.87,334.12,7.0,7.0,,,7.0,,,,2272.33,,
4422,2022-06-30,2022,Jun,44737,Thu,OB,44742OB,15:30-15:45,OB Photo,616.82,616.82,1.0,,1.0,1.0,,616.82,423.45,,616.82,,
4423,2022-06-30,2022,Jun,44737,Thu,Email,44742Email,23:00-23:15,Photo Email Inbound,265.55,265.55,1.0,1.0,,,,,,,265.55,,
4424,2022-06-30,2022,Jun,44737,Thu,Chat,44742Chat,15:15-15:30,Photo Chat,3559.4,711.88,5.0,6.0,,,5.0,,,,3201.33,1.0,1.0
4425,2022-06-30,2022,Jun,44737,Thu,Chat,44742Chat,17:00-17:15,Photo Chat,1067.14,266.79,4.0,4.0,,,4.0,,,,1004.53,,
4426,2022-06-30,2022,Jun,44737,Thu,Chat,44742Chat,14:00-14:15,Photo Chat,4387.11,731.19,6.0,6.0,,,6.0,,,,4221.36,,
4427,2022-06-30,2022,Jun,44737,Thu,Voice,44742Voice,14:00-14:15,Photo Voice,1903.21,380.64,5.0,5.0,,,5.0,,,,1867.08,,
4428,2022-06-30,2022,Jun,44737,Thu,OB,44742OB,14:15-14:30,OB Photo,1004.53,200.91,5.0,,5.0,5.0,,1004.53,1019.35,,1004.53,,
4429,2022-06-30,2022,Jun,44737,Thu,Chat,44742Chat,14:15-14:30,Photo Chat,2065.3,516.33,4.0,4.0,,,4.0,,,,1901.11,,
4430,2022-06-30,2022,Jun,44737,Thu,Voice,44742Voice,14:15-14:30,Photo Voice,2573.02,514.6,5.0,5.0,,,5.0,,,,2541.13,,
4431,2022-06-30,2022,Jun,44737,Thu,OB,44742OB,14:30-14:45,OB Photo,891.66,297.22,3.0,,3.0,3.0,,891.66,906.62,,891.66,,
4432,2022-06-30,2022,Jun,44737,Thu,Chat,44742Chat,14:30-14:45,Photo Chat,3609.31,721.86,5.0,5.0,,,5.0,,,,3361.9,,
4433,2022-06-30,2022,Jun,44737,Thu,Voice,44742Voice,14:30-14:45,Photo Voice,3770.21,538.6,7.0,7.0,,,7.0,,,,3706.24,,
4434,2022-06-30,2022,Jun,44737,Thu,OB,44742OB,14:45-15:00,OB Photo,605.83,605.83,1.0,,1.0,1.0,,605.83,598.96,10.0,595.83,,
4435,2022-06-30,2022,Jun,44737,Thu,Chat,44742Chat,14:45-15:00,Photo Chat,2515.03,628.76,4.0,4.0,,,4.0,,,,2231.08,,
4436,2022-06-30,2022,Jun,44737,Thu,Voice,44742Voice,14:45-15:00,Photo Voice,5701.55,438.58,13.0,13.0,,,13.0,,,,5582.41,,
4437,2022-06-30,2022,Jun,44737,Thu,OB,44742OB,15:00-15:15,OB Photo,619.09,309.54,2.0,,2.0,2.0,,619.09,606.67,20.01,599.08,,
4438,2022-06-30,2022,Jun,44737,Thu,Chat,44742Chat,15:00-15:15,Photo Chat,1139.39,569.7,2.0,2.0,,,2.0,,,,1109.04,,
4439,2022-06-30,2022,Jun,44737,Thu,Email,44742Email,15:00-15:15,Photo Email Inbound,1951.76,975.88,2.0,2.0,,,2.0,,,,1951.76,,
4440,2022-06-30,2022,Jun,44737,Thu,Voice,44742Voice,15:00-15:15,Photo Voice,2544.04,318.01,8.0,8.0,,,7.0,,,,2485.07,,
4441,2022-06-30,2022,Jun,44737,Thu,OB,44742OB,15:15-15:30,OB Photo,2075.14,691.71,3.0,,3.0,3.0,,2075.14,2062.36,20.01,2055.13,,
4442,2022-06-30,2022,Jun,44737,Thu,Voice,44742Voice,15:15-15:30,Photo Voice,6550.39,503.88,13.0,13.0,,,13.0,,,,6449.36,,
4443,2022-06-30,2022,Jun,44737,Thu,Email,44742Email,17:00-17:15,Photo Email Inbound,380.66,380.66,1.0,1.0,,,1.0,,,,380.66,,
4444,2022-06-30,2022,Jun,44737,Thu,OB,44742OB,14:00-14:15,OB Photo,110.23,110.23,1.0,,1.0,1.0,,110.23,111.9,,110.23,,
4445,2022-06-30,2022,Jun,44737,Thu,OB,44742OB,17:15-17:30,OB Photo,9.89,9.89,1.0,,1.0,1.0,,9.89,10.06,,9.89,,
4446,2022-06-30,2022,Jun,44737,Thu,Chat,44742Chat,19:00-19:15,Photo Chat,3461.28,432.66,8.0,8.0,,,8.0,,,,3281.25,,
4447,2022-06-30,2022,Jun,44737,Thu,Voice,44742Voice,19:00-19:15,Photo Voice,1894.84,378.97,5.0,5.0,,,5.0,,,,1844.82,,
4448,2022-06-30,2022,Jun,44737,Thu,Chat,44742Chat,19:15-19:30,Photo Chat,1256.34,628.17,2.0,2.0,,,2.0,,,,1246.83,,
4449,2022-06-30,2022,Jun,44737,Thu,Voice,44742Voice,19:15-19:30,Photo Voice,698.95,174.74,4.0,4.0,,,4.0,,,,658.91,,
4450,2022-06-30,2022,Jun,44737,Thu,Chat,44742Chat,19:30-19:45,Photo Chat,1568.67,522.89,3.0,3.0,,,3.0,,,,1545.92,,
4451,2022-06-30,2022,Jun,44737,Thu,Voice,44742Voice,19:30-19:45,Photo Voice,217.87,217.87,1.0,1.0,,,1.0,,,,207.87,,
4452,2022-06-30,2022,Jun,44737,Thu,Chat,44742Chat,19:45-20:00,Photo Chat,1509.82,377.46,4.0,4.0,,,4.0,,,,1313.35,,
4453,2022-06-30,2022,Jun,44737,Thu,Email,44742Email,19:45-20:00,Photo Email Inbound,1215.38,405.13,3.0,3.0,,,3.0,,,,1215.38,,
4454,2022-06-30,2022,Jun,44737,Thu,Voice,44742Voice,19:45-20:00,Photo Voice,856.52,285.51,3.0,3.0,,,3.0,,,,833.22,,
4455,2022-06-30,2022,Jun,44737,Thu,Chat,44742Chat,20:00-20:15,Photo Chat,4062.48,1354.16,3.0,3.0,,,3.0,,,,3421.45,,
4456,2022-06-30,2022,Jun,44737,Thu,Chat,44742Chat,20:15-20:30,Photo Chat,2377.83,792.61,3.0,3.0,,,1.0,,,,2306.74,,
4457,2022-06-30,2022,Jun,44737,Thu,Email,44742Email,20:15-20:30,Photo Email Inbound,1155.36,1155.36,1.0,1.0,,,,,,,1155.36,,
4458,2022-06-30,2022,Jun,44737,Thu,Email,44742Email,21:00-21:15,Photo Email Inbound,506.89,506.89,1.0,1.0,,,,,,,506.89,,
4459,2022-06-30,2022,Jun,44737,Thu,Chat,44742Chat,21:30-21:45,Photo Chat,638.25,638.25,1.0,1.0,,,,,,,608.85,,
4460,2022-06-30,2022,Jun,44737,Thu,Chat,44742Chat,21:45-22:00,Photo Chat,337.18,337.18,1.0,1.0,,,1.0,,,,306.04,,
4461,2022-06-30,2022,Jun,44737,Thu,Email,44742Email,22:15-22:30,Photo Email Inbound,1434.11,1434.11,1.0,1.0,,,,,,,1434.11,,
4462,2022-06-30,2022,Jun,44737,Thu,Email,44742Email,22:45-23:00,Photo Email Inbound,715.81,715.81,1.0,1.0,,,,,,,715.81,,
4463,2022-06-30,2022,Jun,44737,Thu,OB,44742OB,19:00-19:15,OB Photo,95.71,95.71,1.0,,1.0,1.0,,95.71,97.64,,95.71,,
4464,2022-06-30,2022,Jun,44737,Thu,Voice,44742Voice,17:00-17:15,Photo Voice,2645.77,440.96,6.0,6.0,,,6.0,,,,2599.56,,
4465,2022-06-30,2022,Jun,44737,Thu,Voice,44742Voice,18:45-19:00,Photo Voice,663.18,331.59,2.0,2.0,,,2.0,,,,643.17,,
4466,2022-06-30,2022,Jun,44737,Thu,Chat,44742Chat,18:45-19:00,Photo Chat,3090.54,618.11,5.0,5.0,,,5.0,,,,3030.18,,
4467,2022-06-30,2022,Jun,44737,Thu,Chat,44742Chat,17:15-17:30,Photo Chat,3304.44,472.06,7.0,7.0,,,7.0,,,,2951.18,,
4468,2022-06-30,2022,Jun,44737,Thu,Voice,44742Voice,17:15-17:30,Photo Voice,1169.75,233.95,5.0,5.0,,,5.0,,,,1139.4,,
4469,2022-06-30,2022,Jun,44737,Thu,Chat,44742Chat,17:30-17:45,Photo Chat,1999.1,499.77,4.0,4.0,,,4.0,,,,1962.04,,
4470,2022-06-30,2022,Jun,44737,Thu,Email,44742Email,17:30-17:45,Photo Email Inbound,533.98,533.98,1.0,1.0,,,1.0,,,,533.98,,
4471,2022-06-30,2022,Jun,44737,Thu,Voice,44742Voice,17:30-17:45,Photo Voice,1562.25,260.37,6.0,6.0,,,6.0,,,,1503.41,,
4472,2022-06-30,2022,Jun,44737,Thu,Chat,44742Chat,17:45-18:00,Photo Chat,1655.7,413.92,4.0,4.0,,,4.0,,,,1513.16,,
4473,2022-06-30,2022,Jun,44737,Thu,Voice,44742Voice,17:45-18:00,Photo Voice,848.54,282.85,3.0,3.0,,,3.0,,,,818.53,,
4474,2022-06-30,2022,Jun,44737,Thu,Chat,44742Chat,18:00-18:15,Photo Chat,2108.21,351.37,6.0,6.0,,,6.0,,,,1995.48,,
4475,2022-06-30,2022,Jun,44737,Thu,Voice,44742Voice,18:00-18:15,Photo Voice,2141.71,356.95,6.0,6.0,,,5.0,,,,2081.6,,
4476,2022-06-30,2022,Jun,44737,Thu,Chat,44742Chat,18:15-18:30,Photo Chat,1587.42,529.14,3.0,3.0,,,3.0,,,,1584.99,,
4477,2022-06-30,2022,Jun,44737,Thu,Email,44742Email,18:15-18:30,Photo Email Inbound,892.04,446.02,2.0,2.0,,,2.0,,,,892.04,,
4478,2022-06-30,2022,Jun,44737,Thu,Voice,44742Voice,18:15-18:30,Photo Voice,866.11,216.53,4.0,4.0,,,4.0,,,,826.09,,
4479,2022-06-30,2022,Jun,44737,Thu,OB,44742OB,18:30-18:45,OB Photo,2.36,2.36,1.0,,1.0,1.0,,2.36,2.55,,2.36,,
4480,2022-06-30,2022,Jun,44737,Thu,Chat,44742Chat,18:30-18:45,Photo Chat,1078.04,359.35,3.0,3.0,,,3.0,,,,1016.98,,
4481,2022-06-30,2022,Jun,44737,Thu,Email,44742Email,18:30-18:45,Photo Email Inbound,3315.49,1105.16,3.0,3.0,,,3.0,,,,3315.49,,
4482,2022-06-30,2022,Jun,44737,Thu,Voice,44742Voice,18:30-18:45,Photo Voice,4361.03,484.56,9.0,9.0,,,9.0,,,,4277.28,,
4483,2022-06-30,2022,Jun,44737,Thu,OB,44742OB,18:45-19:00,OB Photo,365.8,182.9,2.0,,2.0,2.0,,365.8,371.45,,365.8,,
4484,2022-06-30,2022,Jun,44737,Thu,Email,44742Email,18:45-19:00,Photo Email Inbound,633.82,316.91,2.0,2.0,,,2.0,,,,633.82,,
4485,2022-06-30,2022,Jun,44737,Thu,Voice,44742Voice,13:45-14:00,Photo Voice,2401.51,400.25,6.0,6.0,,,6.0,,,,2347.48,,
4486,2022-06-30,2022,Jun,44737,Thu,Voice,44742Voice,12:45-13:00,Photo Voice,4596.74,383.06,12.0,12.0,,,10.0,,,,4507.34,,
4487,2022-06-30,2022,Jun,44737,Thu,Chat,44742Chat,13:45-14:00,Photo Chat,4655.24,665.03,7.0,7.0,,,7.0,,,,4361.17,,
4488,2022-06-30,2022,Jun,44737,Thu,Chat,44742Chat,08:45-09:00,Photo Chat,3992.27,570.32,7.0,7.0,,,7.0,,,,3660.74,,
4489,2022-06-30,2022,Jun,44737,Thu,Voice,44742Voice,08:45-09:00,Photo Voice,1691.77,845.89,2.0,2.0,,,2.0,,,,1671.77,,
4490,2022-06-30,2022,Jun,44737,Thu,OB,44742OB,09:00-09:15,OB Photo,2384.97,340.71,7.0,,7.0,7.0,,2384.97,2411.48,60.03,2324.94,,
4491,2022-06-30,2022,Jun,44737,Thu,Chat,44742Chat,09:00-09:15,Photo Chat,345.46,172.73,2.0,2.0,,,2.0,,,,296.06,,
4492,2022-06-30,2022,Jun,44737,Thu,Voice,44742Voice,09:00-09:15,Photo Voice,3003.07,1001.02,3.0,3.0,,,3.0,,,,2973.06,,
4493,2022-06-30,2022,Jun,44737,Thu,OB,44742OB,09:15-09:30,OB Photo,594.2,198.07,3.0,,3.0,6.0,,594.2,651.46,13.96,580.24,,
4494,2022-06-30,2022,Jun,44737,Thu,Chat,44742Chat,09:15-09:30,Photo Chat,5095.24,1273.81,4.0,4.0,,,4.0,,,,4422.48,,
4495,2022-06-30,2022,Jun,44737,Thu,Email,44742Email,08:30-08:45,Photo Email Inbound,1154.34,1154.34,1.0,1.0,,,1.0,,,,1154.34,,
4496,2022-06-30,2022,Jun,44737,Thu,Voice,44742Voice,09:15-09:30,Photo Voice,2118.76,423.75,5.0,5.0,,,5.0,,,,2082.03,,
4497,2022-06-30,2022,Jun,44737,Thu,Email,44742Email,09:30-09:45,Photo Email Inbound,706.69,353.34,2.0,2.0,,,2.0,,,,706.69,,
4498,2022-06-30,2022,Jun,44737,Thu,Voice,44742Voice,09:30-09:45,Photo Voice,3499.97,500.0,7.0,7.0,,,7.0,,,,3437.04,,
4499,2022-06-30,2022,Jun,44737,Thu,Chat,44742Chat,09:45-10:00,Photo Chat,1100.08,275.02,4.0,4.0,,,4.0,,,,876.67,,
4500,2022-06-30,2022,Jun,44737,Thu,Voice,44742Voice,09:45-10:00,Photo Voice,4148.86,377.17,11.0,11.0,,,11.0,,,,4046.42,,
4501,2022-06-30,2022,Jun,44737,Thu,OB,44742OB,10:00-10:15,OB Photo,99.29,99.29,1.0,,1.0,1.0,,99.29,101.86,,99.29,,
4502,2022-06-30,2022,Jun,44737,Thu,Chat,44742Chat,10:00-10:15,Photo Chat,1375.0,458.33,3.0,3.0,,,3.0,,,,1192.6,,
4503,2022-06-30,2022,Jun,44737,Thu,Email,44742Email,10:00-10:15,Photo Email Inbound,615.23,615.23,1.0,1.0,,,1.0,,,,615.23,,
4504,2022-06-30,2022,Jun,44737,Thu,Chat,44742Chat,09:30-09:45,Photo Chat,637.99,637.99,1.0,1.0,,,1.0,,,,592.08,,
4505,2022-06-30,2022,Jun,44737,Thu,Chat,44742Chat,08:30-08:45,Photo Chat,2717.48,543.5,5.0,5.0,,,5.0,,,,2640.81,,
4506,2022-06-30,2022,Jun,44737,Thu,Voice,44742Voice,08:15-08:30,Photo Voice,907.93,907.93,1.0,1.0,,,1.0,,,,904.66,,
4507,2022-06-30,2022,Jun,44737,Thu,Email,44742Email,08:15-08:30,Photo Email Inbound,199.14,199.14,1.0,1.0,,,1.0,,,,199.14,,
4508,2022-06-30,2022,Jun,44737,Thu,Email,44742Email,13:45-14:00,Photo Email Inbound,564.69,564.69,1.0,1.0,,,1.0,,,,564.69,,
4509,2022-06-30,2022,Jun,44737,Thu,OB,44742OB,07:00-07:15,OB Photo,2.56,2.56,1.0,,1.0,1.0,,2.56,2.71,,2.56,,
4510,2022-06-30,2022,Jun,44737,Thu,Chat,44742Chat,07:00-07:15,Photo Chat,871.89,871.89,1.0,1.0,,,1.0,,,,870.83,,
4511,2022-06-30,2022,Jun,44737,Thu,Email,44742Email,07:00-07:15,Photo Email Inbound,403.47,201.74,2.0,2.0,,,2.0,,,,403.47,,
4512,2022-06-30,2022,Jun,44737,Thu,Voice,44742Voice,07:00-07:15,Photo Voice,1246.02,623.01,2.0,2.0,,,2.0,,,,1226.01,,
4513,2022-06-30,2022,Jun,44737,Thu,OB,44742OB,07:15-07:30,OB Photo,96.45,96.45,1.0,,1.0,1.0,,96.45,100.34,,96.45,,
4514,2022-06-30,2022,Jun,44737,Thu,Chat,44742Chat,07:15-07:30,Photo Chat,3557.84,889.46,4.0,4.0,,,4.0,,,,3428.53,,
4515,2022-06-30,2022,Jun,44737,Thu,Voice,44742Voice,07:15-07:30,Photo Voice,272.69,272.69,1.0,1.0,,,1.0,,,,262.69,,
4516,2022-06-30,2022,Jun,44737,Thu,OB,44742OB,07:30-07:45,OB Photo,56.51,56.51,1.0,,1.0,1.0,,56.51,79.08,10.0,46.51,,
4517,2022-06-30,2022,Jun,44737,Thu,Chat,44742Chat,07:30-07:45,Photo Chat,3678.38,919.6,4.0,4.0,,,4.0,,,,3591.11,,
4518,2022-06-30,2022,Jun,44737,Thu,Chat,44742Chat,07:45-08:00,Photo Chat,559.3,559.3,1.0,1.0,,,1.0,,,,468.68,,
4519,2022-06-30,2022,Jun,44737,Thu,Email,44742Email,07:45-08:00,Photo Email Inbound,1402.1,1402.1,1.0,1.0,,,1.0,,,,1402.1,,
4520,2022-06-30,2022,Jun,44737,Thu,Voice,44742Voice,07:45-08:00,Photo Voice,410.4,205.2,2.0,2.0,,,2.0,,,,390.39,,
4521,2022-06-30,2022,Jun,44737,Thu,OB,44742OB,08:00-08:15,OB Photo,417.66,104.42,4.0,,4.0,4.0,,417.66,455.23,,417.66,,
4522,2022-06-30,2022,Jun,44737,Thu,Chat,44742Chat,08:00-08:15,Photo Chat,2070.5,1035.25,2.0,2.0,,,2.0,,,,1911.58,,
4523,2022-06-30,2022,Jun,44737,Thu,Voice,44742Voice,08:00-08:15,Photo Voice,306.46,153.23,2.0,2.0,,,2.0,,,,286.46,,
4524,2022-06-30,2022,Jun,44737,Thu,Chat,44742Chat,08:15-08:30,Photo Chat,2561.52,640.38,4.0,4.0,,,4.0,,,,2512.54,,
4525,2022-06-30,2022,Jun,44737,Thu,Voice,44742Voice,10:00-10:15,Photo Voice,3772.31,628.72,6.0,6.0,,,6.0,,,,3726.12,,
4526,2022-06-30,2022,Jun,44737,Thu,OB,44742OB,10:15-10:30,OB Photo,87.69,21.92,4.0,,4.0,4.0,,87.69,67.14,40.01,47.68,,
4527,2022-06-30,2022,Jun,44737,Thu,Voice,44742Voice,08:30-08:45,Photo Voice,1572.55,314.51,5.0,5.0,,,5.0,,,,1529.71,,
4528,2022-06-30,2022,Jun,44737,Thu,Email,44742Email,10:15-10:30,Photo Email Inbound,172.73,172.73,1.0,1.0,,,1.0,,,,172.73,,
4529,2022-06-30,2022,Jun,44737,Thu,Chat,44742Chat,12:15-12:30,Photo Chat,1412.27,470.76,3.0,3.0,,,3.0,,,,1339.67,,
4530,2022-06-30,2022,Jun,44737,Thu,Voice,44742Voice,12:15-12:30,Photo Voice,1357.03,339.26,4.0,4.0,,,4.0,,,,1325.08,,
4531,2022-06-30,2022,Jun,44737,Thu,OB,44742OB,12:30-12:45,OB Photo,53.22,53.22,1.0,,1.0,1.0,,53.22,78.43,10.0,43.22,,
4532,2022-06-30,2022,Jun,44737,Thu,Chat,44742Chat,12:30-12:45,Photo Chat,5841.07,649.01,9.0,9.0,,,9.0,,,,5655.91,,
4533,2022-06-30,2022,Jun,44737,Thu,Email,44742Email,12:30-12:45,Photo Email Inbound,686.02,686.02,1.0,1.0,,,1.0,,,,686.02,,
4534,2022-06-30,2022,Jun,44737,Thu,Voice,44742Voice,12:30-12:45,Photo Voice,2731.12,390.16,7.0,7.0,,,7.0,,,,2668.4,,
4535,2022-06-30,2022,Jun,44737,Thu,OB,44742OB,12:45-13:00,OB Photo,939.24,234.81,4.0,,4.0,4.0,,939.24,945.12,,939.24,,
4536,2022-06-30,2022,Jun,44737,Thu,Chat,44742Chat,12:45-13:00,Photo Chat,7249.24,1208.21,6.0,6.0,,,6.0,,,,7087.28,,
4537,2022-06-30,2022,Jun,44737,Thu,Chat,44742Chat,13:00-13:15,Photo Chat,4719.3,674.19,7.0,7.0,,,7.0,,,,4495.67,,
4538,2022-06-30,2022,Jun,44737,Thu,Email,44742Email,13:00-13:15,Photo Email Inbound,1067.58,533.79,2.0,2.0,,,2.0,,,,1067.58,,
4539,2022-06-30,2022,Jun,44737,Thu,Voice,44742Voice,13:00-13:15,Photo Voice,1104.66,220.93,5.0,5.0,,,5.0,,,,1054.65,,
4540,2022-06-30,2022,Jun,44737,Thu,Chat,44742Chat,13:15-13:30,Photo Chat,3378.45,563.08,6.0,6.0,,,6.0,,,,3302.41,,
4541,2022-06-30,2022,Jun,44737,Thu,Voice,44742Voice,13:15-13:30,Photo Voice,4122.58,257.66,16.0,16.0,,,12.0,,,,3990.56,,
4542,2022-06-30,2022,Jun,44737,Thu,OB,44742OB,13:30-13:45,OB Photo,889.9,127.13,7.0,,7.0,7.0,,889.9,961.49,34.56,855.34,,
4543,2022-06-30,2022,Jun,44737,Thu,Chat,44742Chat,13:30-13:45,Photo Chat,2653.93,884.64,3.0,3.0,,,3.0,,,,2521.22,,
